turn,text
208,"het zweemt naer onbescheit een ' eersteling , een oud te stellen onder het juck de jong , als een ' knecht . dat d'engel de natuur de Engelen bevechten , en tegen zijnsgelijck , in staet , en aert , en wezen , de wapen voere , wort met onbescheit prijzen ."
209,"hardneckig aert , ghy zijn geen zoonen veel van 't licht , maer eer een bastertslagh , dat voor geen godtheit zwichten . Ghy terght de blixemstrael , en onverzoenbren toren : Volhartghe , wat een ramp en val zijn u bescheren ! Ghy luisteren naer geen ' raet , noch onderwijs : laet zien wat d'allerhooghste stem ons boven zullen gebiên . wel aen , ick willen dat zich d ' oprecht en vroome Reien en schaeren daetlijck van rebelle rotten scheien ."
210,Laet scheiden al wat willen : wy houden ons by een .
211,"getrouw rei , volght Gods Veltheer ."
212,trekken vry heen .
213,"de Veltheer vaert naer Godt , om over u te klaegen scheppen moeden : Vorst Lucifer , gesteegen op zijn ' wagen , Wort herwaert aengevoert . ghy moeten u kort beraên . een heirkracht , zonder hooft , kunnen nimmermeer bestaen . wat my belangen , die last vallen my te zwaer te tillen ."
214,"de gansch hemel waeght en dreunen van uw geschil . de keurebende staen rijten en gedelen , het oproer slaet al voort . de hooge noot bevelen Hierinne te voorzien , en onheil voor te komen ."
215,"Heer Stedehouder , wijck en toevlucht al vroomen , Wy hoopen nimmermeer dat ghy , als Michaël , de hals van het Engelsdom tot eene voetschabel Van Adams afkomst zullen verwerpen , en verdoemen , en zulck een ' smaet en hoon vergulden , en verbloemen met schijn van billijckheit , en stijven door u maght de opgang van den mensch , een grof een aertsch geslacht . wat wier ook schenken hy toch de schaers van hem gezienen ? waerom belasten men ons een ' snooden worm te dienen , te draegen op de hant , te luistren naer zijn stem ? schiep Godt de hemel en Englen slechts om hem ; Wy zijn nut noit scheppen , noch geworden . ontfarm u , Lucifer . gedoogh niet dat ons Orden Zoo laegh vernederen werde , en zonder schult verzinck ' , de mensch , gelijck een hooft de englen , straele , en blinck ' , in het ongenaeckbre licht , waer voor de Serafijnen , al bevende van angst , als schaduw , verdwijnen . indien ghy u verneren zoo groot een ongelijck , tot voorstant van ons recht , te slechten in dit Rijck ; Wy zweeren uw arm eendraghtigh t'onderstutten . aenvaert dees heirbyl : helpen , och helpen ons recht beschutten . Wy zweeren u met kracht , in vol majesteit , te zetten op de troon , aen Adam toegeleit . Wy zweeren uw arm eendraghtigh t ' onderstutten . aenvaert dees heirbijl : helpen , och helpen ons recht beschutten ."
216,"mijn zoonen , op wier trou geen vleck van ontrou hechten , al wat de godtheit willen , en van ons eischt zijn recht . ick kennen geen ander recht ; en stutten , als stedehouder Der Godtheit , zijn besluit en raetslot met mijn schouder . de scepter , die ick varen , ontfingh mijn recht hant van zijn almogentheit , als een genadepant en teken van Godts gunst en liefde tot ons al . zijn nu zijn hart en zin op Adam juist geval , en lusten het hem de mensch , in vol heerschappy , te zetten boven aen , en , boven u en my , te kroonen , schoonw noit in ons plicht bezweecken ; wat raet hier toe ? wie willen dat raetslot tegenspreecken ? indien hy Adam noch een zelve heerlijckheit , en d'engelsch natuur gelijck , hebben toegeleit , dat waer verdraeghelijck voor al hemeltelg , Gesprooten uit Godts stam : nu moght zy het zich belg , Zoo belghzucht geene vleck om hoogh gerekent waer . maer hoe men 't vat , dit lopen van wederzy gevaer , het zy men zwichte uit schroomte , of moedigh wederstreve . ick wensch dat hy u dees belleghzucht vergeve ."
217,"Heer Stedehouder , ay , aenvaert die heirstaf toch , en hanthaef het heiligh recht : wy volgen in uw zogh . Wy volgen , streven vooruit op uw gezwind veeren . Wy willen sneuvlen , of zeeghaftigh triomfeeren ."
218,"dit strijt met ons eden , en Gabriëls gebden ."
219,"dat strijt met Godt , en zetten het menschdom boven Godt ."
220,"Laet Godt zijn eer , en stoel , en majesteit bewaeren ."
221,"bewaer uw ' eigen stoel : wy willen , als pylaeren , u stutten , en de staet der Engelen met een . geen mensch zullen ons kroon , Godts kroon , met voet treên ."
222,"de Veltheer Michaël , gewapent onder 't zegenen van boven , willen ons flux met al zijn heir bejegenen . zijn heirkracht by uw maght , wat zijn het een groot verscheel !"
223,"zijn het geene helft , ghy sleipt een ' staert van 't drie deel Der geest mede , indienghe u geven op ons zijde ."
224,"dan zijn de kans gewaeght , ons gunst verliezen by de verdrucker van uw recht ."
225,"de moedt , de dapperheit , de hoon , de smaet , de spijt , de wanhoop , het beleit , de wraeck , het ongelijck , niet anders te beslechten , en wat hier aenhangen , zullen ons stijven , onder 't vechten ."
226,"Wy hebben het heiligh Rijck alleen in ons maght . wat raetslot men besluiten ' , de wapen geven het kracht , en nadruck . zoo wy slechts ons in slaghorden stellen ; wat nu noch weifelen stracx op ons zy zullen hellen ."
227,ick troostme dan gewellen te keeren met gewellen .
228,"Zoo stijgh de trap op , ô allerbraefste Helt . Heer Stedehouder , stijgh die troon op , datwe u zweeren ."
229,"Vorst Belzebub , getuigh , en ghy doorluchtste Herren , Apollion , getuigh , getuigh , Vorst belial , dat ick , uit noot en dwang , die last aenvaerden zullen , tot voorstant van Godts Rijck , om ons bederf te keeren ."
230,"nu brengen de standeren voort , dat wy de stander zweeren , getrouwigheit aen Godt , en ons Morgenstar ."
231,"Wy zweeren te gelijck by Godt , en Lucifer ."
232,"nu brengen het wieroockvat , ghy Godtgetrouwe schaeren : Bewieroockt Lucifer met wieroockkandelaeren , en schaelen , rijck van geur . verheerlijckt hem met licht , en glans van fackelen . verheffen hem met gedicht , Gezangen , en muzijck , bazuin , en schalmei . het voeght ons , hem aldus met staetsi te geleien . heffen op een ' heldren toon , te eere van zijn kroon ."
233,"op , treckt op , ô ghy Luiciferisten , Volght dees vaen . rucken te hoop al uw kracht , en list . trecken vry aen : Volght deze Godt , op zijn trommel , en trant . beschermen uw recht , en Vaderlant . helpen hem Michaëls heirkracht stuiten . houden nu moeden . helpen de hemel voor Adam nu sluiten , en zijn bloet . Volght deze hellen , op zijn bazuin , en trom . beschut de kroon van het Engelsdom . zien , ay zien nu de Morgenstar blincken . voor die pracht zullen de vyants banier haest verzincken , in de nacht ; Wy met triomf kroonen gden Lucifer . bewier oockt hem : aenbidden zijn Star ."
234,"waer zijnwe toe komen , dat 's hemels burgertwist de regement splist , en het zwaert zijn opnemen , te zinneloos en blint ? wie ' er van ons bende , Hy sneuvelen , of verwint , Geluckigh ? die d'elenden Van hun broedren zien , En Rijk en reigenooten ? of die verwonnen vliên , in ballinghschap gestooten ? o zoon van eenen Godt , Waer toe verdwaelen u lot ? helaes ! waer toe verdwaelen de geest ? wat verleit Hen uit de zekerheit van hun Staet en paelen te spatten , zonder noot ? zich op het spits te waegen ? ons weelde zijn te groot , te dertel om te draegen ; de hemel niet genoegh om Engelen te paejen : de nijdigheit most vroegh dit zaet van oorlogh zaejen , in het vreedzaem Vaderlant . wie leit die twist aen bant ? zijn dit krijghsvier niet te smooren , door een maght van hooger hant , wat willen blijven in zijn ' stant ? staetzucht zullen al orde stooren : hemel , aerde , zee , en strant zullen staen in licht brant . staetzucht , eens door triomfeeren als gewettight , zullen verwoet Godt en al maght braveeren . staetzucht kennen noch Godt , noch bloet . het vier bedryf ."
235,"de gansch hemel gloeien , in eenen licht brant van oproer en verraet . ik verdaegh u , als Gezant Van Godt en zijn stoel , nu daetlijck op te trecken , met eenen gloet van vier en yver deze vlecken te branden uit Godts naem , en 't zuiver hemelsdom . Vorst Lucifer braveren : hy roeren trompet , en trom ."
236,"zijn Lucifer , helaes , in zijn trou veranderen ?"
237,"Des hemels drie deel hebben reede zijn standert , die valsch morgenstar , zweren , zijn troon Bewieroockt , als een ' Godt , en met een ' lastertoon Van goddeloos muzijck hem eere toezingen . Zy komen herwaert aen in vol kracht gedrongen , en dreigen schrickelijck de poort van het wapenhuis te rammen met gewellen . een woest een wilt gedruis Van onweêr bulderen vast , van boven , en van onder . het weêrlicht , stormen , en raest . de blixem , en de donder in arbeit , schudden vast de pijler van ons hof . men horen geen serafijns , noch wedergalm van lof . een ieder zitten in druck gedompelen over d'oor . dan zwijgen plotseling , dan huilen al de koor Der Engelen , van druck , en medelijden , om Den blind afval van het gezalight Engelsdom , en d'engelsch natuur . het zijn veel dan tijt om heden te quijten uw plicht , en op uw heilig eeden , [ die ghy , als Veltheer , op het punt de blixem zwoert , By Godt en zijn naem , ] te passen ."
238,"wat vervoeren godts Stedehouder dus zich tegen gden te kanten , als een verwaeten hoven van dol vloeckverwant ?"
239,"de hemel weten hoe noode ick Godts rechten zaeck Verdadige , op dees wijs . hoe bitter willen de wraeck hem treffen ! want men weten geen middel te vinden , om dit verdoolt geslacht rampzaligen en blind te leiden op de baen , de heirbaen van hun trou . Ick zagh Godts blyschap zelf zich met een wolck van rou beschaduwen ; in het enden de wraeck een vlam ontsteecken in d'ooog van het licht ; eer , om die slagh te breecken , het last geven tot de toght . ick horen een wijl het pleit , hoe d'opperst genade , en Godts Gerechtigheit Elckandre in wederwight , met pit van reden , hiel . ick zagh de Cherubijns , hoeze op hun aenzicht vallen , en roepen vast : gena , gena , ô Heer , geen recht . men hebben dit zwaer geschil gezoenen , en schier slechten ; zoo schijnen de godtheit tot genade en zoen genegen : maer als de wieroockstanck in top komen opgesteegen , de smoock , die Lucifer om laegh wort toegezwaeit , met wieroockvat , bazuin , en lofgezang , draeit de hemel zijn gezicht van zulcke afgoderyen , gevloeckt van Godt , en geest , en al Hierarchyen . Gena hebben uitgedient . waeck op , in het harrenas . de godtheit daghvaert u , eer 't oproer ons verrass ' . betem met uw arm de woest behemot , en Leviathans , die dus godtloos t'zamenrotten ."
240,"Uriël , schiltknaep flux , men brengen ' de blixem hier , mijn harnas , helm , en schillen . brengen herwaert Godts banier . men blaze de bazuin . te wapen , flux te wapen . Ghy Maghten , Troonen , wat getrou zijn , en rechtschapen , dat wapen ' zich met ons . ghy regement voort , een ieder in het geliden : de hemel geven het woort . men blaze de bazuin : men sla de hol trommel , verdaghvaerde in de yl ontelbre dicke drommel gewapenden . blaest op : ick schieten de wapen aen . het gelt godts eer alleen . het moet'er nu op staen ."
241,"dit harnas passen zoo braef , alwaer het u aengeschapen . hier komen de veltbanier , waer in Godts naem en wapen u toestraelen , en de zon in top u heil beloven . hier komen de Kornels u groet , als het hooft van het heir de hemel , die godts baniere zweren . scheppen moeden , Vorst Michaël : ghy zullen Godts oorlogh voeren ."
242,Zoo zullen ick . houden mijn woort om hoogh : wy trecken heen .
243,"Wy volgen uw toght met wensch , en gebeên ."
244,HOe staet het met ons heir ? hoe zijn het ' er me liggen ?
245,"het heir verlangen , gereet , om onder uw zegen , te vliegen regelrecht op 't spits van Michaël ."
246,"zoo doen het : ieder wachte op Lucifers bevel , om teffens d'arm en hun vleugel eens te reppen , die grooten vyant lucht en winden t ' onderscheppen , en , als hy leght in zwijm , te keten met kracht ."
247,hoe talrijck zijn het heir ? waer in bestaet ons maght ?
248,"die groeien al oogenblick , en bruisen uit al trans ons toe , gelijck een zee van vier en heldre glans . ik Vertrou het drie deel de hemels houden ons zy , zijn het niet de half streeck : want Michalës gety verlopen al oogenblick , en ebben aen al kant . de helleft van de wacht en een hoftrouwant , uit ieder orden , van een ieder Hierarchy , Verzweeren hun Heer , Vorst Michaël , als wy . men ziet'er Cherubijns , Aertsenglen , Serafijnen de vaenen voeren . zelf het paradijs , aen het quijn slaan van verdriet , verschiet zijn groente , en verf ; en waer men d'ooog keren , daer schijnen een wissen bederf , en boven het hoven een buy en donckre wolck te hangen . dat voorspoock spellen ons heil : men hebben slechts aen te vangen . Ghy draeght alree de kroon de hemels op uw kruin ."
249,"die klanck behaeghtme veel dan Gabriëls bazuin . horen toe , en geven gehoor , beneden deze trappen . horen toe , ghy Oversten : horen toe , ghy Ridderschappen , en luisteren wat wy u vermelden , klaer , en kort . Ghy weten hoe ver wy alree zijn uitstorten in wraeck zucht tegen 't Hooft de opperst palais , dat het een dolheit waere , op hoop van zoen , te deizen ; en niemant dencken durven deze onuitwischbre smet te zuivren door gena : die moeten de noot een wet , een wisse toevlught van te wancken noch te wijcken verstrecken ; ghy , met kracht en zonder om te kijcken , die standeren en mijn star verdadigen , met een Den vrygeschapen Staet de englen in 't gemeen . het gaan zoo het willen : volharden groothartigh , onverdrietigh : geen almaght hebben de maght dat zy geheel vernietigh ' het wezen , dat ghy eens voor eeuwighlijck ontfingen . Indienghe fel en fors met uw heirspits dringen in 't hart van zijn vyants heir , en komen te triomfeeren , Zoo zullen de tiranny de hemel verkeeren in eenen vryen Staet , en Adams zoon , en bloet , Gekroont in top van eere , en met een ' aertschen stoet Omcingelt , uw hals niet boeien aen de keten Van slaefsch dienstbaerheit , om hem te dienst te zweeten , en onder het kooperen juck te hijgen , zonder enden . indienghe my voor het hoven van uw vrydom kennen , Gelijckghe uit eenen mont die standert hebben zweren ; Zoe staven de eden noch eens eenstemmigh , dat wy 't hoor , en zweren getrouwicheit aen ons morgenstar , Wy zweeren te gelijck by Godt , en Lucifer ."
250,"maer zien hoe Rafaël , verbaest , en vol medoogen , met zijn vredetack van boven komen gevloogen , om uw hals , op hoop van stilstant , en verdragh ."
251,"OCh , stedehouder , mont van het goddelijck gezagh , wat hebben u buiten 't spoor van uw plicht drijven ? zullen ghy de schepper van uw glori wederstreven ? Lichtvaerdigh weifelen , en wancklen in uw trou ? dat hoop ick nimmermeer . helaes , ick zwijm van rou , en blijf om uw hals beklemmen , besterven hangen ."
252,oprechte Rafaël .
253,"mijn blyschap , mijn verlangen , Ick biden u hoorme ."
254,"spreeck , zoo lang het u behaegh ' ."
255,"genade , ô Lucifer . verschoon u zelven : draegh geen harnas tegen my , die treurigh smilte , en quijne Van druck , om uwent willen . ick koom , met medecijne en balsem van gena , gesteegen uit de schieten Der Godtheit , die , gelijckos in haeren Raet besluiten , u , boven duizend kronen heerschappyen , Gezalft hebben op de stoel van haer stadthouderyen . wat dolheit zijn het , die uw zin dus verruckt ? Zy hebben haer zegel en gelijckenis gedruckt op uw geheilight hoven , en voorhooft , overgooten met schoonheit , wijsheit , gunst , en wat'er komen gevlooten , en stroomen , zonder maet , uit al schat bron . Ghy blonckt in 't paradijs , voor het aenschijn van de zon Der Godtheit , uit een wolck van dau en versche roozen . uw feestgewaet stonnen stijf van perlen , en turkoozen , smaragd , diamant , robijn , en louter gout . de zwaer scepter wert uw recht hant betrout , zoo dra ghy steeght in 't licht , en , op bazuin en bom , door 't blaken gesternte en steenen quaemen te brommen : en zullen ghy reuckeloos u storten uit die troon ? verreuckeloozen al dat heerelijck , en schoon ? zullen ghy uw glans , die de hemel vercieren , ons licht verduisteren , in eenen knoop van dier , en mengsel van gedierte en ondier onder een , Griffoensklaeu , draeckenhooft , an andre gruwzaem heên misscheppen onbedacht ? en zullen 's hemels ooog , de star , u zoo laegh beroven zien van vermogen , en eere , en majesteit , door 't schenden van uw trou ? dat keer ' de goed Godt , wie aenschijn ick aenschou , in het zaligh licht , daer wy , geheilight al zeven , hem dienen voor zijn ' troon , en sidderen , en beven voor zulck een majesteit , die op ons voorhoven straelen , verquickt en leven geven wat leven , en adem haelen . Heer Stedehouder , magh mijn bede uw hart beweegen ; Ghy kennen mijn zuiver wit , en hart , met u verlegen . ruck af die trotsen kam : schudden uit dit harrenas : smijten neder uit dees hant de heirbijl , de rondas uit d'andre . hooger niet : legh neder , och , legh neder , Legh neder , strijck van zelf de standeren , en de veder van uw vleugelen , voor Godt , en zijn glans ; eer hy u uit de troon , de allerhooghsten trans Van eere , nederklincke aen gruis , en stof te mortel , ja zulx dat van de stam de geest tack , noch wortel , noch geen gedachtenis , noch leven overschieten ; het en waere een leven van elende , van verdriet , de Doot , de Wanhoop , en een worm , een eeuwigh knaegen , en knersetanden moght de naem van leven draegen . verneêr u : staeck die toght : ick offere u gena met die olijftack : grijpen , of echter het zijn te spa ."
256,"Heer Rafel , ick verdienen noch dreigement , noch toren . mijn held hebben gode , en Lucifer zweren , en , onder 's hemels eedt , die standeren opgerecht . men stroie wat men willen de hemel door : ick vecht , en oorloge onder Godt , tot voorstant van zijn koor , de hantvest , en het recht , hun wettigh aengeboren , eer Adam zijn zon zagh opgaen , eer de dagh zijn paradijs bescheen . geen menschelijck gezagh , geen juck van mensch zullen de neck de geest plaegen ; geen Engelsdom de troon van Adam onderschraegen , met zijn vrij hals , gelijck een dienstbaer slaef , het en zy de hemel ons in eenen poel begraef ' , met zoo veel scepteren , en kroonen , glans , en voncken , als ons de godtheit uit haer ' boezem hebben geschoncken , voor eeuwigh , en altijt . laet berst al wat berst : Ick hanthaef het heiligh recht , door hooog noot persen , en , na veel wederstants , my entlijck overdrongen , op het klaegen en gekerm van duizend van tong . gaan heene , bootschap dit de vader , onder wien Ick dus , voor het vaderlant , de standeren voere , en die ' ,"
257,"och Stedehouder , wat verbloemen ghy uw gepeins voor 't alziend oog ? ghy kunnen uw oogmerck niet ontveinzen . de strael van zijn gezicht ontdecken de duisternis , de staetzucht , daer uw geest zoo grof van zwanger zijn , en reede in arbeit gaet , om dit gedroght te baeren . waer bergh ick my van schrick ! hoe ryzen al mijn haeren ! verdwaelde morgenstar , verschoon u zelve toch . Ghy kunnen d'alwetentheit niet paeien met bedrogh ."
258,wat staetzucht ? hebben mijn plicht in eenigh deel ontbreken ?
259,"wat hebben ghy in uw hart al heimelijck spreken ? ick willen in 's hemels top , door al wolcken heen , en boven Godts gestarnte opstijgen , van beneên , Godt zelf gelijck , geen maght bestraelen met genade , het en zyze aen mijn stoel het lenen verheergewaede : geen majesteit braveren ' met schepter , nochte kroon , te zy ick haer beleene uit mijn hoogen troon . Bedeckt uw aengezicht ; vallen neder : strijckt uw pen , en wachten u , boven ons , een hooger maght te kennen ."
260,hoe nu toe ? zijn ick dan godts Stedehouder niet ?
261,"dat zijn ghy , en ontfingen van het onbepaelen gebiet Bepaelde mogentheit , en heerscht uit zijn naeme ."
262,"helaes , hoe lang ? tot dat Vorst Adam ons beschaeme , en , boven de natuur der Engelen , zijn lot uit 's hemels schieten ontfange , en aenzitt ' neffens Godt ?"
263,"willen d'opperste Monarch zijn maght met mindren deelen ; ja d'eerste kroon de mensch opzetten , en beveelen , Hem wijden tot een hooft de geest , boven al wat kroon en scepter voeren , of namaels voeren zullen ; Zoo leren ootmoedigh u godts raetslot onderwerp ."
264,dat zijn de wetsteen om dees heirbyl op te scherpen .
265,"Ghy scherptze reuckeloos voor uw eigen neck . Bedenck eens waer wy staen . de hemel kunnen geen vleck Van afgunst haet en nijt noch hovaerdy verdraegen . de Wraeck de hemels dreight dees schantvleck uit te vaegen . hier helpen geen veinzen . och , of voor d'alziende zon , het aldoordringende oogh , ick deze lastren kunnen bedecken . Lucifer , waer zijn u glans blijven ?"
266,"mijn glans zijn Adam en zijn afkomst lang geven . men noemen ' my lang niet de eerstgewijden zoon , Den outsten erfgenaem ."
267,"Vorst Lucifer , verschoon u zelven : onderworp u het opperst behaegen . Gewaerdigh ons dat wy die blij tijding draegen naer boven : ieder zien mijn weêrkomst te gemoet . Ick valle ootmoedigh dus uw heerlijckheit te voet . om Godts willen , wachten u toch weêrspannige te stijven , die op uw ' willen en wenck , als op hun aspunt , drijven . zullen ghy , in wederwil van het hemelsch palais , dees lucht , vol heiligheien , vol vrede , d'eerste reis , met duizent duizend in het harrenas , beroeren ? op trommel en trompet de oorloghsstanderen voeren , en kant tegen Godt , de stercksten worstelaer ?"
268,"men kant zich tegen ons . zijn Adams afkomst maer een ' zelven staet en stoel , als d'engelen , geschoncken , dat schijnen verdraeghelijck : nu vliegen vast de voncken Van deze hemeltwist door al dak heen . Zwijgh Engelsdom : verhef eerbiedighlijck het lenen van al wat ghy bezit aen Adam , en zijn neef . Den mensch weêrstreven , zijn de godtheit wederstreven . hoe magh het godt van 't hart , dat hy zoo laegh , zoo diep vernederen die hy tot de grootsten scepter scheppen ? een edelmoedigheit , geheilight tot regeeren , voor eenen minder zich zoo zwaerlijck kunnen verneêren , Van heerlijckheien ontkleên , en opstaen uit haer ' staet , en stoel , dat zy vervloeckt de glans en dageraet Van haeren opgangk , en veel liever hebben blijven een schaduw , zonder verf , een niet , en zonder leven : want niet zijn , overtreffen verkleening duizentwerf ."
269,"geleende heerschappy staet los , en zijn geen erf ."
270,"ik misdanckme dan dit leen , als het immers leen moeten heeten ."
271,"bewaer uw ampt : of zijn zijn ooghmerck u vergeten ? de stedehouderschap uw wijsheit wert betrout , op dat ghy het al in rust en orde houden zullen : en hebtghe tegen gden het panser aengeschooten , als een meineedigh hoven van blind bondtgenooten ?"
272,"wy schieten slechts , uit noot en nootweer , het panser aen ; Zoo luttel willen wy de godtheit wederstaen . de reden spreeckt , al waer het dat schillen en wapen zweege . Wy vrijen ons Staet : benijt men ons die zege ?"
273,"geen zege zijn heerelijck , daer , in een zelve Rijck , Slaghordens van een ' Staet bestrijden haers gelijck : en deerlijck zijn het , zoo gebroeders van eene orde door hun gebroeders zelfs in het enden verwinnen worden . om onzent willen , om Godt , en zijn gedreighde straf , och Stedehouder , voer uw regement af : voer af , en laet u toch vermorwen door gebed . ick horen , het zijn schrickelijck , alree de keten smeden , om , na de neêrlaegh , u , geketent door de lucht , te voeren in triomf . ick horen alree gerucht , en zien allengs het heir van Michaël genaecken . het zijn hoogh tijt , hoogh tijt die dollen toght te staecken ."
274,"wat baet het , schoon men zich op 't uiterst bera ? hier zijn geen hoop van pais ."
275,"ik verzekeren u gena , en stelme , als middelaer , om hoogh voor u te pande ."
276,"mijn Star te dompelen in duisternisse , en schande : mijn vyand te zien braveeren op de stoel !"
277,"och Lucifer , waeck op . ick zien de zwavelpoel , met opgespalckte keel , afgrijslijck naer u gapen . zullen ghy , het schoon van al wat gden oit hebben scheppen , een aes verstrecken , voor het vraetig ingewant Des afgronts , nimmer zden , en nimmer uitgebrant ; dat hoede Godt . och och , bewilligh ons bede . ontfang die tack van pais : wy offren u Godts vrede ."
278,"of ergens schepsel zoo rampzaligh zwerven als ick ? aen d'een zy flaeuw hoop , aen d'andre grooter schrick . de zege zijn hachelijck , de neerlaegh zwaer te mijden . op het onwis tegen gden en Godts banier te strijden ? de één standert op te recht tegen Godt , zijn hemelsch bazuin , en openbaer gebden ? zich op te worpen , als een hooft van Godts rebel , en tegen 's hemels wet een wederwet te stellen ? te vallen in de vloeck de snootste ondanckbaerheien ? te quetsen de genade en liefde en majesteit Des rijcken vader , bron van al zegening , die noch t'ontfang staen , en wat wy reede ontfingen ? hoe zijnwe nu zoo wijten verzeilen uit ons plicht ! ick zweren mijn ' Schepper af . hoe kunnen ick voor dat licht mijn lasterstucken , mijn verwatenheit vermommen ? hier baet geen deizen , neen , wy zijn te hoogh klimmen . wat raet ? wat best geraemen in dees vertwijfeltheên ? de tijt geen uitstel lijden . een oogenblick zijn geen genoeghzaemheit van tijt ; indien men tijt magh noemen dees kortheit , tusschen heil en endeloos verdoemen . maer het zijn te spa , en hier geen boete voor ons smet . de hoop zijn uit . wat raedt ? daer horen ick Godts trompet ."
279,"HEer Stedehouder , op ? het zijn geen tijt te marren : de Veltheer Michaël , in aentoght met zijn star , en regement , daeght u uit in het vlacke veld . de tijt gebiet dat ghy u in slaghorden stellen . treck op , treck op met ons : wy zien de strijt gewinnen ."
280,gewinnen ? dat zijn te vroegh : de strijt zijn niet beginnen . men weegh ' die zwaeren slagh en oorlogh niet te licht :
281,"Ick zagh alree de schrick in Michaëls gezicht , en al zijn bende doots schier omzien naer de hiel . Wy willen , twijfelen niet , haer sloopen , en vernielen . hier komen d'oversten met ons standaert aen ."
282,een ieder in het geliden : een ieder kenn ' zijn vaen . nu rustigh de bazuin en krijghstrompet gesteecken .
283,wy wachten op uw woort .
284,zoo volgen ons op dit teken .
285,"helaes , hy stont alreede in twijfel , en beraet : nu voeren hem Wanhoop aen . helaes , in welck een ' staet Van jammernis storten d'aertsengel al de zijnen ! nu magh hy nimmermeer in vreught om hoogh verschijnen , het en zy de godtheit dit mededoogen belett ' . Ghy Hemelreien , komen , en geven u in het gebedden ; misschien of noch die slagh te schut waer met smeecken . het bidden kunnen een hart van diamantsteen breecken ."
286,"o vader , die geen wieroockvat , noch gout , noch lofzang waerder schat dan godtgelatenheit en stilte Van het schepzel , dat uit nedrigheit Behaegen scheppen aen uw beleit , en in uw ' willen zich zelfversmilte ; Ghy zien , ô al telg stam , hoe het hoven de geest zijn kam durven kant tegen uw behagen ; hoe hy trompet en trommel roeren , en blint , van Staetzucht aengevoeren , u terght op zijn oorloghswagen . ontferm u over het lasterstuck , en keer , och , keer het ongeluck Van duizentduizent lotgenooten , die al te jamerlijck misleit , met zulck een wederspannigheit het harnas hebben aengeschoten ."
287,"verschoon genadigh , och verschoon . Den Stedehouder , die de kroon Der kroonen op zijn hooft willen zetten , om neffens u , en boven al te triomfeeren . och , wie zullen hem zuiveren van zulcke smet ?"
288,"Gedoogh niet dat de schoon ziel , Waer op uw oogh genadigh vallen , Gedoogh niet dat d'aertsengel sneve . Hy boete deze ondanckbre daet , en blijven ' gehanthaeft by zijn ' staet . dat uw gena zijn schult vergeve . het vyfde bedryf ."
289,"de gansch hemel , van de gront op tot de kruin Der aertspalaizen , juichen op Michaëls bazuin , en zwaeien banier . de veltslagh zijn gewinnen . ons schild schitteren , en scheppen nieuw zon . uit elcke schiltzon straelen een triomfanten dagh . daer komen Uriël zelf , de Schiltknaep , uit de slagh , en zwaeit het vlammen zwaert , dat , scherp van wederzijde , gewet van 's hemels wraecke en gramschap , onder 't strijden , door schillen , en harrenas , en helm van diamant , Gevaeght hebben , slinx en rechts , al wat de horen kant en opsteecken tegen Godts doordringend alvermogen . gestreng schiltknaep , die het scherprecht uit de hoogen bekleet , en het ongelijck , dat tegen het eeuwigh recht zich opworpt , met een ' slagh rechtvaerdighlijck beslechten ; gezegent zijn 't geweer , gezegent zijn uw arm , die d'eer van Englestadt hanthaven , en beschermen : wat leghtghe al prijs in , by d'Oppermajesteit ! verhael ons toch de strijt : ontvou ons al het beleien , en 's hemels één toght : wy luistren met verlangen ."
290,"uw lusten ontvonckt mijn ' geest om rustigh aen te vangen , die vreesselijcken storm t'ontvouwen op een ry . Geluckigh vecht het heir , dat gden hebben op zijn zy . de Veltheer Michaël , [ verwittight uit de hoogen , door 's hemels afgezant , die neder quam vliegen , noch snel dan een star , die door de lucht verschieten , hoe Lucifer zoo trots zich tegen het hoogh gebieden hebben opentlijck kanten , gereet hen aen te voeren , die hem bewieroocken , zijn star en standeren zweren ; ] Schoot voort , op het aenstaen van de trouwen Gabriël , het schubbigh panser aen , en geven terstont bevel Aen al zijn overste , en hoofd , en Kornellen , de heiren , in Godts naem , in hun geleên te stellen , om met gemeene maght en kracht , op het luchtigh ruim , van het zuivre hemelsblaeu al dit meineedigh schuim te vaegen , al dit spoock in duisternis te dompelen , eer zy op het ongezienste ons moghten overrompelen . op deze last vergaêrt Gods heirkracht in de yl Slaghordenswijs , zoo snel gelijck een vlug pijl , Gedreven van de pees . men zagh ontelbre drom , in een driekantigh heir , aen al kant brommen , Gelijck een driehoeck steeckt en straelen op ons gezicht . men zagh een enckelheit in een driepuntigh licht , Zoo spiegelgladden , gelijck een diamant , slijpen ; een heirspits , eer van Godt dan eenigh Geest begreepen . de Veltheer , met de gloet de blixem in de hant , hiel recht voor Godts baniere in 't hart van 't leger , stant . wie moeden willen houden , en triomf en zege baeren , die moeten voor al het hart verzeekren , en bewaeren ."
291,"waer bleef't verwaten heir , dat ons bestormen willen ?"
