turn,text
293,een die haar eigen man doen sneuv'len door verraad .
294,"waarom hebben gy de zoon , dat kind'ren zyn , doorsteek ?"
295,de kind'ren zyn gezind hun vader dood te wreeken .
296,eer kind'ren man zyn zijn al de staat herstellen .
297,een die zyn wraak ontveinst zijn starker dan 't geweld .
298,de wraak zijn door vernuft en tyd gedwee te maaken .
299,wie jong zyn leed verkroppen zullen oud aan het wreek raaken .
300,verjaren hevigheid verkrygen een koel moed .
301,de ontvonkte doovekool zijn overheet van gloed .
302,"Gy worden hier aanklagen , en zoeken ons op te houwen ."
303,"een wyze rechtbank zullen de zwak en brosse vrouw Altyd verschoonen , om haar teder natuur . de vrouw zyn te laf om het blaakeren vuur , dat in haar boezem leiden , door eigen kracht te lesschen : noch hebben het vuur meêr kracht in heerschen princes . de grooten zyn versterken , door 't voorrecht van hun staan . een vrouw zijn heten of koel , zy houden geen middelmaat . een aangebooren aard zijn qualyk te verzetten . de wet van natuur zyn de allerstark wet . zo gy myn zwakheid straffen zo worden natuur bestreên . al wie natuur bevecht betoond zyn heevigheên . een heevig rechter , moeten men het Rechterampt ontzeggen ."
304,"zullen een , die haar geweld natuur te last durven leggen de straf ontkoomen ? zo zullen een boosaardig wyf zich zinloos veinzen voor 't bestaan van 't boos bedryf . de straf verstrekken de deugd een overzeegbaar wapen . natuur zijn goed zo zich een mensch maar dragen rechtschaapen , zo eigenzinnigheid natuur niet hebben verkragt ."
305,"Gy steunen op uw geweld , en ik op myn geslacht ."
306,hoe willen gy datmen u na uw bedryf zullen hand'len ?
307,"'k willen in 't gelukkig Dal , vol myrtebossen , wand'len , By Prinssen , Koningen , Vorstinnen , groot van magt , En Helden , vol van moed , waar dat men dansen en lachen ."
308,"Gy moeten u naar ons recht , de wil van 't noodlot , voeg ."
309,"ik hebben doorgaans trachten om 't noodlot te vernoegen , en hebben het sterk bevel daar van altoos volbraggen ."
310,"Voort , brengen haar in 't vertrek , maar houden aan de uitgang wachten . hypsipyle betoond zich overwys te weezen ; Wy hebben voor haar Geest het allerkwaad te vreezen ; want zo zy al 't geheim van 't noodlot aan de schaar de ziel eens ontdekken , zijn de Afgrond in gevaar : Zy zullen ons , om vry te raaken , fel bestryden . het zullen best zyn dat men haar , om oproer te vermyden , in het vrolyk Veld doen gaan , zo vreesd zy voor geen pyn . wie wys willen Rechten moeten by wylen reklyk zyn ."
311,wie vrezen laten blyken worden zyn achtbaarheid benoomen .
312,"ik vrezen niet , maar ik zorg , om niet tot vrees te koomen . wie mêer willen dan hy kunnen gaan buiten zyn bestek ."
313,"het zijn raadzaam dat men haar ontbied uit ons vertrek , en van het Vergeetelnat in allerhaast laten proeven ."
314,"Voort , halen Hypsipyle , de tyd lyd geen vertoeven . Vyfde tooneel ."
315,"ik komen , op uw gebod ; hoe hebben gy u beraân ?"
316,"dat gy voor avond in 't gelukkig Veld zullen gaan . Wy willen u van dagen , uit gunst , genâ bewyzen ."
317,"Laat my voor deze dag , door de aard , in Grieken ryzen , om Jazons bruiloft te versteuren door myn schim ; Vergun my dit verzoek , op dat ik vaardig klimmen ."
318,"het worden u toestaan , om uw verleede Staaten ."
319,"nu zullen ik Jazon , die my trouw'loos hebben verlaaten , Bestooken op zyn feest , met een verstoren gemoed , en jaag zulk een angst , door de ad'ren , in zyn bloed , dat naberouw zyn hart afgrys'lyk bits zullen knaagen . een schelms geweeten kunnen men lichtlyk doen verzaagen . indien myn dit gelukken , dan zijn myn wraak voldoen . zes tooneel ."
320,"wat zyt gy voor een vrouw , dat ik u hier zien staan ?"
321,"het zijn Hypsipyle , die gy hier kundnen beschouwen , de recht koningin van Lemnos , ryk van vrouw . maar zeggen my wie gy zyt , die hier in het vleesch verschyn ?"
322,"Gy zien Medea , die van enk'le spyt verkwyn , om dat Kreüz van dagen met Jazon pogen te huuwen . ik komen om Proserpyn , daar ander voor gruuw , te bidden dat zy dit helpen stuiten door haar raad ."
323,"ik gaan na Jazon , die Medé , als my , verlaten , om hem zyn boos bedryf tot in het hart te drukken ."
324,Medea wenscht dat u deez ' aanslag mogen gelukken .
325,Hy zullen verzaagen als ik my by hem laten zien .
326,"hier komen Proserpina , ik zullen haar op myn kniên Ontmoeten , want ik hebben haar zo wel meêr bewoogen . haar Staatsy waag worden van Spooken voortgetoogen ; Zy hebben haar kroon op 't hoofd en ryksstaf in de hand . zeven tooneel ."
327,"WY zyn hier veer genoeg , die hond voor 't een stand . hier zwaaien ik met myn oog door de onderaardsche Kolken . laten Juno langs een vloet van blaauw turkooische wolk , vol held're star treen , ik wyk haar niet in magt : Zy zijn niet dan een lid van 't opperst geslaggen : ik mogen het heiloos volk naar myn gevoelen plaagen ."
328,o groote koningin ! ik knielen voor uw wagen .
329,"Medea , wat zijn dit ! wat jaagen u in ons Ryk ?"
330,de nood ; de groote nood !
331,"geven reden , of toon blyk ."
332,"Myn uitmergelen vel , myn natbetraande wang , en hairen , die gy heel door een verwarren zien hangen , Zyn blyken van myn nood , en het nypen van de smart ."
333,"laten een die het wreed gemoed , en het allerhardste hart doen sidd'ren , die de knots zullen Herkules ontwringen , en dwingen door Tovery , zich van een ander dwingen ? Voort , zeggen my wie het zijn daar gy vol pyn door leefd ."
334,"Gy weten dat Jazon my al lang verlaaten hebben , nu zoeken hy , door de trouw , zich by Kreüz te zetten ."
335,"kund gy dit Huuw'lyk door uw kunst niet beletten ? Voort span uw kracht in , zo volgen gy ons wet ."
336,ik hebben al wat ik kunnen gelyk te werk opzetten : maar alles zijn vergeefs op zyn verharden zin .
337,daar kunst vergeefs zijn moeten men met geweld beginnen .
338,wie met zyn starker stryd worden end'lyk neêr geleiden .
339,wie kunst en kracht ontbreken zoeken heil aan listigheid .
340,wie heil door list begeren moeten vyanden genaaken .
341,door veinzen kunnen men met zyn vyand vriendschap maaken .
342,veinzen vriendschap zijn by vyand verdenken .
343,wie wys kunnen veinzen hebben een ongemeene kracht .
344,wie eens bedrooog hebben zijn kwaalyk te betrouwen .
345,men wantrouwen slecht van mans : maar niet van zwak vrouw .
346,het veinzen van een vrouw hebben meenig man verraân .
347,wat willen gy dat ik doen ?
348,"dat gy my by komen staan . wie iemand helpen uit nood , kunnen hem aan zich verpligten . ik zweer by uw staf , daar duizend voor zwichten , By uw takken kroon , met paereel vereren , zelf by die naaar vloed daar Jupiter by zweerd , dat ik , zo gy my helpen , al staan ik in het midden van al ramp , u niet meêr om hulp zullen bidden ; Vorstin Proserpina , verhoor myn droef geklag ."
349,"ik zullen , o Voesterkind ! ik zullen op deze dag u helpen , eer Kreüz op het bruiloftsbed zullen treeden ."
350,"wie roem door hulp begeerd , betoond zyn mogentheden . Medea barst van spyt , zo zy geen hulp verwachten ."
351,"ik hebben drie stof van een overgroote kracht ; ja scherp stof met geen tong uit te schreeuwen , die , na het verloopen van ruim zes en twintig eeuw , met yzer , staal en loot , in 't woest legerveld zo woeden zullen , dat de mensch , door 't geweld de licht bliksemen , en zwaaar donderslaag , zelfs 't brullen ongediert , in bosschen , en in haag verschuilen moeten , om hun ongeval te ontgaan : de berg zullen door dit stof in stuk slaan , de Hooven morsselen , en tempeldaaak scheuren ; ja het zullen de Wallen uit haar diep grondvest beuren , en voeren , heel doormengen met mensch , door de lucht , dat hemel , aard en zee , door 't daveren gerucht , verschudden zullen , spyt haar onverwrikb're spil ; Jupyn zullen , op het geluit van huilen , schreeuwen , gillen , en donderen , verbazen van zyne zetel zien , en vraag of ' er , om de Waereld te gebiên , een nieuw Jupiter te trots hem komen braveeren : dan geven men deze stof , daar het oorlog by zullen zweeren , de naam van bussekruit , ja booskruit in de stryd ."
352,hoe dienen ik my hier van ? eizeg ! en op wat tyd .
353,"dit zullen geschieden dat geen oog 't geheim kunnen merken : ik hebben het ; om myn kunst op het krachtig uit te werken , geslooten in een kroon , die ik voor u opsluiten : toen vloeken ik driemaal met zo hees en schor geluid , dat my de hairen zelfs , door het gruuwzaam vloeken , reezen , de bitze Cerbrus , die voor onheil schijnen te vreezen , hebben driemaal , op myn vloek , door zyn drie keelen , naar en ysselyk blaffen , de lyvelooze schaar , beginnen te sidderen , en Pluto te bezwyken . gy zullen Kreüza , om uw gunst te doen blyken , de kroon toestieren , en doen zetten op haar hoofd ; zo worden haar leeven , als het goud haar raken , beroven : want dit verburge vuur zullen op haar pruik ontsteeken . een die zich wreeken willen moeten zich op 't zekers wreek ."
354,met welk een dankbaarheid zullen ik uw groote gunst genaaak ? o godin ! waar blyft de kroon vol kunst ? Myn zin schynen door 't vertoeven te verwarren .
355,"Myn vlug kamerboô , het zijn geen tyd van mar , gaan in myn Kunstvertrek en halen myn koop're doos ."
356,een enkel oogenblik schynt my een lang poos . waar blyft de kroon ? waar zijn .....
357,"staak , staken uw heten verlangen . komen , volgen my ; want gy zullen de kroon van my ontfang , en zeegevuuren eer de zon de lucht verlaten ."
358,"Myn heil beslaan alleen in het vord'ren van de daad . vertooning na het drie Bedryf . neptuin , Saturnus zoon , met wit besneeuwde haaren , stoken met zyn drietandt op de onmeetelyke baaren , Hy staan by Amfitriet ' , het doelwit van zyn min , die met haar Dolfyn hem geduurig leggen in 't zin ; Terwyl de Tritons met Kinkhoorenen trompet , om zyn gevrezen gezag in hooog top te zetten ; najade juichen op dat schateren geluid , waar van de galm op rots , en berg en strand stuiten . eöol , de grootvorst van de worstelen wind , laten zich met zyn gevolg by deez ' byeenkomst vinden . al de element staan , op vrouw Medeaas beê , dienstvaardig ; zy beweegen , en Aarde en wind en zee , om Kreons hof , door vuur , uit de onderaardsche hoolen , door Eölus geweld , te zien in gloênde koolen . de rustelooze wraak , die staal en steen verteerdt , zijn nooit verzaadigd , voor zy het al zien omkeren ."
359,vier bedryf . een tooneel .
360,"O Groote Hecate ! Vorstin de naare kolk , die op uw yz're troon , omheint met zwart volk , uw koop're Ryksstaf zwaaid , bestier uw toverkracht , ik zullen , tot dankbaarheid , in 't naar van de nacht , recht op een driesprong , een driekant steen oprecht , en naad'ren dit autaar met ongevlochte vlecht ; met merk van wolleven , en slibb'rig ingewand van jong kind'ren , dat ik , met deze hand , rukken hebben uit haar borst , om u te vreên te stellen : dan zullen ik , met een boek , bereid van maagdevel , gezang zingen , die met bloed geschreeven zyn ; de hoor van een stier , vullen met scherp fenyn van een verwoed draad , voor offerkelk gebruiken ; en 't doodshoofd van een leeuw , vol branden ybestruik . voor zwaaijend wierook vat , die sterk my in myn wrok : 'k zullen Jazons bekkeneel uithollen tot een klok , en Kreons mergschenken in het hol voor klepel hechten , Kreüzaas zenuw en darm zaaam vlecht , om de opgehange klok te kleppen met die koord : ik wachten op deze klank de roodverven moord , de rustelooze Twist , een pest voor volk en staaten ; het toomeloos geweld , gespen in harnasplaaten ; de looze Veinzery , en wraak , vol bloed en gal : dan zullen ik driemaal , met dit schrikkelyk getal , om het blaakend Autaar gaan , vol mensch ongeltoortzen ; ja driemaal knielen , met een siddering van koortzen , en driemaal schreeuwen , met zo overgroot een kracht , dat hemel , aard , en zee , tot schrik van het aardsch geslacht , weêrgalmen zullen ; die versterken my in myn lijen , laten uw Dochteren , de fel razernij , door de aard ' heen breeken , om Medea hulp te biên ; ik horen de kroon alreê by Jazons bruid te zien . Twede tooneel ."
361,o Overblyde staan ! o overdroefbeveelen !
362,"hoe ! blyde en droef gelyk , hoe kundnen gy dit verdeelen ?"
363,ik hebben uw kind gekreegen uit het hof .
364,"o Voester ! ik beek , dit zijn een blyde stof : maar laten my hoor wat tot droefheid kunnen verstrekken ."
365,"Kreüza willen dat gy , o droefheid ! zullen vertrekken ."
366,"dat zijn een order die my niet dan blydschap baard : Korinten noch dit Ryk zyn myn verblyf nier waard . hebben gy de kroon bestellen , om Jazons bruid te smooren ?"
367,"dat zullen zo voort geschiên , de tyd zijn eerst geboor : want Jazon en Kreüz zyn vaardig om te gaan naar het huuwelyks Autaar : u kunnen geen wraak onstaan ."
368,"o vader Jupiter ! beschermer al Grooten ; o Juno Schatvoogdes ! en band de echtgenooten ; en gy , ô Venus ! die het hard hart doorwond ; o gy , getuige van ons huuwelyksverbond ! vergun dat ik Kreüz , door list , in de aard doen duiken . wie zwak en wys zijn moeten bedekken geweld gebruiken . het sterven van Kreüz zullen my een leeven zyn : 't verbranden van het Hof een held're zonneschyn : ja Jazons kermen zullen Medé tot vreugd gedijen . o Huuw'lyks Voogden en Voogdessen ! help my strijen : vergeven Medea zo zy zich niet vinnig wreken ."
369,"hier komen het Hof , het zijn best , dat gy u voort versteken . drie tooneel ."
370,"HIer staan drie troonen , om uw huuwelyk te vieren , elk draagd een Autaar , rood van 't bloed de offerdier : dat pronken voor Juno , die de Huiszorg gâ leerd slaan : dat blaken voor Venus , daar de liefde voor moeten staan ; en dat voor Pallas , die de wysheid voor komen draagen , drie Zuilen , die het gewelf van het huuw'lyk onderschraagen : want zonder zulk een steun vervallen het echtgebouw . Voort , brengen de duif tot een voorbeeld van de trouw . getrouwde moeten als paren duif weezen . men offer hier geen gal , of u staan twist te vreezen ; het zijn heilloos als de Twist in 't huis van het huuw'lyk brullen . Geef my de goude Kelk , met zoet mee vullen , doormengen met zerpe wyn , om 't walgen te verhoeden . zo mengden men in de trouw de voor met tegenspoeden ."
371,nu vrezen ik geen medé .
372,die zijn al lang in 't schip .
373,ik wensch dat zy haar kiel mogen mors'len op een klip .
374,"ach ! ach ! Medea , ach !"
375,wat hebben Medé bedreeven ?
376,"Zy hebben haar geest , helaas ! zo daadelyk gegeeven ."
377,hoe ! zijn Medea dood ? zo leven ik buiten druk .
378,hoe komen zy aan haar dood ? verhaal ons het heele stuk .
379,"met dat myn voesterkind haar kind'ren hebben ontfangen , hebben zy haar voort omhelzen , en kussen mond en wang . het moederlyke hart hebben zucht tot eigen zaad . Zy schenken u deze kroon , haar moeder hoofdsieraad : maar toen zy docht dat zy moeten zwerven op de baaren , slaan zy de vinger , dol van gramschap , in haar hairen , de vuist voor haar borst , en nagel in 't gezicht ; te lesten greepze een zwaard , zo scherp gelyk een schicht , dat zy tot driemaal op haar bloote boezem zetten : tot driemaal toe komen ik haar wreede hand beletten : maar end'lyk dompelden ' zy het snyden zwaard , ô smart ! tot aan 't gevest toe in de bloedbron van haar hart . in 't vallen scheenz ' haar zaad erbarmlyk te beöogen ; De dood zijn dwars door 't bloed te moordwond ingevlooog , en dreef'er leeven , dat het hart bewonen , weêr uit . haar kind'ren schreiden , met een deerelyk geluit , en mengen het schuimen bloed met biggelen traaan ."
380,waar zijn het koud Lyk ?
381,het leiden in de ype laanen .
382,"Voort , brengen de kind'ren hier , en berg het Lyk op 't land ."
383,"ontfang de kroon , ô bruid ! van de oud voester hand . dit zijn haar laat willen , voor de uitgang van haar leeven . de wil van een die sterven behoren men plaats te geeven ."
384,"ik zetten de kroon op 't hoofd , vol flonk'ren Diamant ."
385,het gesteent verwachten op 't hoofd een leevendig brand .
386,"o Juno ! Echtvoogdin , verschyn ons met uw reijen ; laten Hymen , bruiloftsgod , zyn held're fakkel zweijen ."
387,het zijn tyd dat ik vertrek eer 't vuur zich openbaaren .
388,"o Huuw'lyks Vorsten , en Vorstinnen ! mild van aard , begunstigen deze trouw met uw ry zeegen . wie met het autaar begind , betreed geen slinkze weegen ."
389,vrouw Junoos Pronkbeeld lachen met de ooog vol van glans .
390,"op , wakk're Dansschaar , op , vertoon de Bruiloftsdans ."
391,"ik zien hier daald een Kloot , met wolk overtooog ."
392,"de geest van Korint betoonen hun vermooog , om Jazons huwelyk te looven na waardy . daar opend zich de Kloot en toond een Schildery van zeven starren , die door het blaauw gewelfzel zweeven : de gunst van dit gestarnt betekenen heilzaam leeven ."
393,"hier zijn noch kunst , noch zweet in deze dansen sparen ."
394,"o Huuwlyks Voogden , en Voogdessen ! mild van aard ' , begunstigen deze trouw met uw ry zeeken . wie met het Autaar beginnen betreed geen slinkze weegen ."
395,Wy danken de Offeraar voor 't vieren van de trouw .
396,"wat horen ik voor gedruis ? het kerkelyk gebouw beginnen te dreunen , ja te kraaken en te scheuren : de slooten , keten en de grendel , die de deur Van Junoos Hoofdkapel bezorgen , slaan geluien ."
397,"wat spook , helaas ! wat spook ! doofd de offerhand uit ? de wolk barsten op , en braaak bliksemstraalen en donderklooten : sluiten , ô lucht ! ei ! sluiten uw zaalen . vier tooneel ."
398,"OCh ! huuuw'lyks priester , och !"
399,hoe zyt gy dus ontsteld ?
400,"ik zien een zee van bloed : de lucht zijn vol geweld : de marm're beeld zien men warm traaan weenen : men horen de Kind'ren in haar moeder lichchaam steenen ; de hond janken naar , en barst schichtig los : De Wolven koomen uit het naast geleege bosch , en raken en op de markt afgryzelyk aan het huylen : het grimmeld in de lucht van havikken en uil : de grond hebben , driemaal na elkaâr , van angst , gezucht , en scheuren wyt van een met onverwacht gerucht , en braken spooken , die met adder zyn behangen : het krield door al de stad van kronkelen Slangen , die gruuwzaam blazen in het oor van de onderdaân : men zien in de ope lucht veel wonderteken staan : de bang Burgers horen men zuchten , kermen klaagen . in deze ontsteltenis vertonen zich een waagen met draaak in de lucht , waar dat medé op zitten : in haaar slink hand hebben zy de toom vatten , en in de recht een roê : het zijn schrikk'lyk in het vertoogen ."
401,"de Voester , hebben , ô spyt ! het heele Hof bedroogen ."
402,"men knielden op de aarde op dat het onheil weêr bedaren . o Huuwlyks Vorsten , en Vorstinnen ! mild van aard , begunstigen deze trouw met uw ry zeegen . wie met het autaar begind betreed geen slinkze weegen ."
403,"helpen , Jazon , Jazon , helpen ! ik zijn in droef stant ."
404,"wat deeren , myn waarde Bruid ?"
405,"Myn vlecht zyn aan brand . betoon , dat bidden ik u , betoon aan my uw pligte ."
406,ik zullen de goude kroon van uw hairen lichten .
407,"laten staan , ik bidden ! laten staan , de kroon zijn veel te vast : Gy doed my , nu gy trekken , een dood'lyk over last ."
408,"wat Wonder zien men hier ! de kroon beginnen te ontvonken . Medea hebben het vuur , uit Plutoos nachtspelonk , ik deze kroon gebraggen , tot weerwraak van haar leed ."
409,"och ! berg my in 't vertrek , om 't vuur , zo fel als heten , door kunst , te lesschen , eer de vlam hooger blaaken . Vyfde tooneel ."
410,"gehaate Griek , houden stand ."
411,wie komen my hier genaaken ?
412,"verraader , valsch schelm , die elk in boosheid tarren , draaien uw gezichtstraal om , en zien tot in uw hart , daar zullen gy leezen , dat ik hier om wraak komen zweeven . elk mensch vinden zyn bedryf in 't blad van 't hart geschreeven : het geweeten houden ' er boek , van al kwaad bemorsen . Voort open de gordyn van uw verwoed borst . dat heilloos moordhol , vol van bloedig tooneelen , Gy zullen ' er het boos bedrog haar valsch rol zien speelen , Gevolgt van trouwloosheid , en het afbranden gemoed . Gy zyt , als uw Kreüz , smoordronken van myn bloed , en haken noch om uw balg vol bruiloft wyn te zwelgen . hoe ! schrikken gy voor myn schim , en dorst gy het lyf verdelgen ? Gy zoeken uw heil vergeefs in schaduuw van dit dak . Myn fakkel , die ik aan het vuur de wraak ontsteken , zullen u een bruiloftstoorts , die vinnig blaken , verstrekken , de vlam die uw Kreüz het hoofd begind te lekken , zijn het lykvuur dat haar heel tot asch verteeren zullen ."
413,waar berg ik my van angst ? o onverwacht geval !
414,"Gy vinden geen zekerheid al gaan gy u verschuilen op hemelhoog gebergen in diep zinken kuil , langs golf zonder strand , en bosschen dicht van blaân . de gramschap van de wraak zijn door geen vlugt te ontgaan . ik zullen uw ziel , als zy het lichchaam hebben begeeven , met myn ontsteken toorts tot in de Poel naarstreeven , en daag u daar voor de Vierschaar van dat Ryk . wee , Trouwelooze , wee ! dat ik dit Hof ontwyk , zijn om Medea , die naar wraak staan , plaats te maaken . zes tooneel ."
415,wat moordgeschreeuw vervullen de koningly daaken ? ik ly geen onheil in de tempel van myn Hof . een blyde bruiloftsdag gedogen geen droef stof . wat zijn ' er gaans ? zeggen op : wat ramp komen u verdrukken ?
416,"Medea hebben , ô ramp ! o gruuwlyk ongeluk ...."
417,"wat hebben Medea , zeggen , wat hebben zy hier bestaan ?"
418,"Myn bruid zijn door de kroon , die zy haar schenken , verraân : want al de tak zyn vol heete toverij ."
419,"helpen ! vader , vader , helpen ! uw dochter zijn in lijen : de vlam verteren myn bloed , en knaagd naar het ingewand ."
420,"helpen ! kreon , Kreon , helpen ! Kreüza zijn vol brand , en 't vuur dat haar verslind verspreiden zich door de zaalen ."
421,"Voort , laten ons 't ongeval door wakkerheid bepaalen ."
422,ik sluiten de tempel voor een grooter ongeluk .
423,"op ! lyftrouwant , op ! en helpen my uit myn druk ; begeven u in de yl gewapend naar de scheepen , eer dat de voester vlucht , gy moeten haar herwaards sleepen , maar houden haar streng boeien . wie een doodschuldig man laten slip uit zyn hand , als hy hem houden kunnen , verdienen geen minder straf dan die de straf ontloopen . zeven tooneel ."
424,"verwaande Griek , houden stand , gy hoeven niet eens te hoopen dat uw Vyandin met keten worden prangen : sla uw gezicht om hoog , Medeaas waag hangen in 't midden van de lucht : hier daald zy met haar kind'ren ."
425,ik zullen u met myn zwaard ....
426,"staan , af , of't zullen u hinderen ; zo gy my dreigen durven zo zyt gy roereloos . dat ik geweek zijn zijn voor een kort poos . wie wissen willen wreeken eischt eerst tyd om rijden te weezen . een die zyn Ega wraken hebben al kwaad te vreezen . uw trouwelooze trouw verwachten geen and're zaak ."
427,ik bidden u om genaâ .
428,ik zijn te heten naar wraak .
429,"ik bidden , ô groote vrouw ! ik bidden u , om myn zoonen ."
430,"uw bidden diend om my op het schandelyk te hoonen ; zo lang als gy my bidden plegen ik geen weder wraak : dit zijn voor my , ik zweren het een haatelyke zaak . wie wraak willen pleegen moeten zyn vyand fel bezoeken . Gy bidden my ; maar als gy my vinnig zullen vervloeken : zullen ik gelooven dat myn wraak zich wyt verspreiden : nu vloek ik vinnig op myn eige laffigheid ."
431,"ween ! Grieken , Grieken , wenen ! Kreüza zijn verslonnen ."
432,"lach ! Kolchos , Kolchos , lach ! myn weêrwraak zijn beginnen , ik hebben door moord van myn allerjongst Broêr , op Pontus meir leren , dat ik op Kreons vloer , uw haatelyke zoon , al lachen , durven verdelgen ."
433,"zo gy , o wreede vrouw ! uw balg vol bloed willen zwelgen , zo openen deze borst daar manlyk bloed in zitten ."
434,"ik willen niet dat gy sterven ; ik hebben een ander wit : ik willen dat gy noch lang in myn gezicht zullen leeven . ja die uw leeven dreigden zullen ik de doodsteek geeven : doch het leeven worden u niet van my uit zucht gunnen : maar om dat gy zullen zien , hoe deze hand , de punt Van het lemmer stooten zullen in uw kind'ren hart . dit leeven zullen u meêr dan duizend dooden smart , om dat gy uw zoon meêr dan u zelfs beminnen maar hebben gy uw zoon zo vuurig niet bezind . dan zullen ik u in 't oog van uw zoon doorsteeken . een die zich wreeken willen moeten zich op 't fel wreek ."
435,"uw boezem worden , o schrik ! van wreed gedrogt bewonen ."
436,"My passen zo wreed een aard , want ik worden wreed honen ."
437,de Faam zijn krachteloos om uw bedryfte mellen .
438,"indien de Faam myn wraak niet hoog te toon willen stellen , zullen ik myn eigen gal doormengen met het bloed van dit vervloeken paar , en schryf hoe verwoed ik my gewrooken hebben aan Jazons trouwloosheden ; zo zullen nooit man zyn vrouw zo tegen 't recht vertreeden de Uitheemsche worden in Korinten recht ontzeid ."
439,worden u het hart niet week nu dat uw Jazon schreid ?
440,door traaan worden het week al waar het omheint van steenen ; maar gy verharden myn hart : neen ! ik lach om uw weenen .
441,hoe ! lachen gy nu ik wenen ? ô smaad ! o smart ! o pyn !
442,"zo gy aan het lachchen raken , zullen ik aan het weenen zyn ; want tusschen u en my kunnen geen verzoening weezen : zo ik met u verzoen zo schyn ik u te vreezen . bevreesd te heeten zijn een lydelooze hoon : ik zullen , om deze naam te ontgaan , my zelve doôn ."
443,ach ! al myn luisteren worden hier op een tyd verslonnen .
444,"als uw roem , door my , op het Aardryk zijn verwinnen , zo klimmen ik ver op , door al de star heen , langs 't spoor dat Herkules zeeghaftig hebben betreên , om Argos , uw Schip , vol tintelen star , geduurig in een wolk van nacht te verwarren ; zo worden uw roem om hoog als hier om laag verdoven : dan zullen ik , dit staan vast , schoon het Jazon niet geloven , Myn vlot waag in de plaats van Argos plant , en dicht bezaaijen met gestarnde diamant , die heller flonkeren , dan 't zonlicht zich laten zien : indien de hemelleeuw myn toeleg willen verbiên , zullen hy myn kracht , spyt zyn klaauw en tand , voelen ; en pogen de Waterman myn kracht te verkoelen , zo domp'len wy hem in zyn eigen watervloên . ik zullen , zo het noodig zijn , het scherp Scorpioen , de Steenbok , Ram en Stier , afgryzelyk in het stooten , en schaaren van de kreeft , op het allerfel onslooten , Stomp maaak , door de kracht van schrander Toverdicht . de Schutter moeten zyn buigen ontspannen , en zyn schicht verbranden in het vuur dat my van wraak doen blaaken . wie dapper weêrstand bieden kunnen zich ontzachlyk maaken . de Visschen , Twelingen , de schaal en maagd , vol pracht , bezwyken voor myn komst : zo worden , door myn kracht , de Twaalef Teekenen op het Zonnespoor binden . ik zullen de hals van de flikkerende hond en bitze Beeren , die by het Noorder aspunt staan , aan keten sluiten , en heel kort aan band doen gaan . Orion zullen zyn zwaard vergeefs tot woeden wet . ik leven alleen om uw vermooog te verpletten ; dat dit de waarheid zijn zullen ik u voort doen zien ."
445,de spyt doorsnyd myn hart . laten reden u gebiên .
446,"uw spyt zijn veel te kleen ; die moeten ik hooger draaven . ik zullen , om u meêr spyt te doen , een van uw slaaaf verkiezen tot myn Boel , en op uw ledikant doen hoonen , dat gy het zien : in 't blussen van myn brand , zullen ik , tot spyt van u , uw trouwloosheid verwyt : ik schroom geen vuil bedryf , als ik u al de spyt , die al de mensch t'zaam bestormen , weten te doen ; en zo myn overspel u spyt weten aan te voên ; zo spyt my dat ik u niet eer met spyt komen kwellen ."
447,ik zweren dat ik my weêr by u als man zullen stellen .
448,"verwaand en boos gedrocht , verkroppen van schelmery , ik zweren dat ik my zelf verfoeien , zo ik dit ly : Myn oor zyn besmetten door u te hoor smeeken : Myn mond hebben straf verdienen dat zy met u durven spreeken ; Myn ooog zyn verbeuren dat zy u durven zien , zo my de Wraak niet straffen , nu zy dit zien geschiên , behoren men haar , als een die pligt vergeten , te straffen ."
449,"ik bidden , Medé , ik bidden ..."
450,de moord zullen ze u beschaffen .
451,ach ! geven myn kind : horen hoe uw Jazon vleid .
452,daar zyn uw kind'ren : zijn Jazon nu peien ?
453,"ik horen , helaas ! ik horen haar bekkeneelen kraaken ."
454,"nu vliegen ik met myn koets , die van twee vlug draaak worden door de lucht voeren , naar een gewenscht ' er land . acht tooneel ."
455,"wie zien ooit kind'ren van haar eigen moeder hand , o gadelooze moord ! zo onverzoenlyk kneuzen ? O Groote Jupiter ! hebben gy het heir de reus , om hun vermetelheid , met berg overdekken , Gy worden door dit bedryf , tot straf opgewekt : of weten gy tot dit kwaad geen straftuig uit te vinden , zo ruk de bliksemen , moorddonder , woest wind , Slagregens , haagelen , aardbeeving , en al wat schenden kunnen , by een , en storm overval . Medea , waar zy vlucht met haaar helsch waag . een die zyn zoon vermoorden verdienen de zwaar plaag . negen tooneel ."
456,"verzetten uw ongeval , ô prins ! zo wyt vermaard ."
457,"och ! och ! myn Zoonen , och ! gy storten hier op de aard ; maar ploften op myn borst , om 't hart tot wraak te wet : dit zyn , o schrik ! dit zyn Likaöns moordbanket . Gy brakken uw leeden door de val , o bitt're smart ! maar het breeken van uw leên breken vaders moedig hart . Gy zwemd in rooken bloed , en ik in brak plas . wat voor een winterstroom durven uw lent verrassen ? zo worden het ooft , eer dat het ryp zijn , afplukken ; Medé hebben my met u gelyk in 't graf rukken . daar wyn moeten vloeijen , zien ik bloed en traaan leeken : ik wensch myn leeven te verdrinken in de beek , om by de schim van myn kind te gaan . de kind're zucht hebben magt om alles uit te staan . waar zien het aardryk ooit het bloed van kind'ren plengen ? ik zullen uw bloed , o zoon ! met vader bloed doormengen ; Myn boezem zijn gereed , waar zijn het scherp zwaard ?"
